Archivo,Fecha,Etiqueta_binaria,Etiqueta_multiple
f1p2img0015,2025-05-01,saludable,saludable
f1p2img0016,2025-05-01,enfermo,roya_nivel_2
f1p2img0017,2025-05-01,saludable,saludable
f1p2img0018,2025-05-01,saludable,saludable
f1p2img0019,2025-05-01,saludable,saludable
f1p2img0020,2025-05-01,enfermo,roya_nivel_1
f1p2img0021,2025-05-01,enfermo,roya_nivel_1
f1p2img0022,2025-05-01,enfermo,roya_nivel_2
f1p2img0023,2025-05-01,enfermo,roya_nivel_1
f1p2img0024,2025-05-01,saludable,saludable
f1p2img0025,2025-05-01,enfermo,roya_nivel_1
f1p2img0026,2025-05-01,saludable,saludable
f1p2img0027,2025-05-01,enfermo,roya_nivel_2
f1p2img0028,2025-05-01,saludable,saludable
f1p2img0029,2025-05-01,enfermo,roya_nivel_2
f1p2img0030,2025-05-01,enfermo,roya_nivel_2
f1p2img0031,2025-05-01,saludable,saludable
f1p2img0032,2025-05-01,enfermo,roya_nivel_4
f1p2img0033,2025-05-01,saludable,saludable
f1p2img0034,2025-05-01,saludable,saludable
f1p2img0035,2025-05-01,enfermo,roya_nivel_4
f1p2img0036,2025-05-01,enfermo,roya_nivel_1
f1p2img0037,2025-05-01,saludable,saludable
f1p2img0038,2025-05-01,saludable,saludable
f1p2img0039,2025-05-01,enfermo,roya_nivel_1
f1p2img0040,2025-05-01,enfermo,roya_nivel_2
f1p2img0041,2025-05-01,saludable,saludable
f1p2img0042,2025-05-01,enfermo,roya_nivel_3
f1p2img0043,2025-05-01,saludable,saludable
f1p2img0044,2025-05-01,enfermo,roya_nivel_3
f1p2img0045,2025-05-01,saludable,saludable
f1p2img0046,2025-05-01,enfermo,roya_nivel_1
f1p2img0047,2025-05-01,saludable,saludable
f1p2img0048,2025-05-01,enfermo,roya_nivel_1
f1p2img0049,2025-05-01,enfermo,roya_nivel_1
f1p2img0050,2025-05-01,saludable,saludable
f1p2img0051,2025-05-02,enfermo,roya_nivel_1
f1p2img0052,2025-05-02,saludable,saludable
f1p2img0053,2025-05-02,enfermo,roya_nivel_2
f1p2img0054,2025-05-02,saludable,saludable
f1p2img0055,2025-05-02,enfermo,roya_nivel_2
f1p2img0056,2025-05-02,enfermo,roya_nivel_2
f1p2img0057,2025-05-02,saludable,saludable
f1p2img0058,2025-05-02,saludable,saludable
f1p2img0059,2025-05-02,enfermo,roya_nivel_1
f1p2img0060,2025-05-02,saludable,saludable
f1p2img0061,2025-05-02,saludable,saludable
f1p2img0062,2025-05-02,saludable,saludable
f1p2img0063,2025-05-02,saludable,saludable
f1p2img0064,2025-05-02,enfermo,roya_nivel_2
f1p2img0065,2025-05-02,enfermo,roya_nivel_2
f1p2img0066,2025-05-02,enfermo,roya_nivel_1
f1p2img0067,2025-05-02,saludable,saludable
f1p2img0068,2025-05-02,enfermo,roya_nivel_1
f1p2img0069,2025-05-02,enfermo,roya_nivel_2
f1p2img0070,2025-05-02,saludable,saludable
f1p2img0071,2025-05-02,enfermo,roya_nivel_2
f1p2img0072,2025-05-02,saludable,saludable
f1p2img0073,2025-05-02,saludable,saludable
f1p2img0074,2025-05-02,saludable,saludable
f1p2img0075,2025-05-02,saludable,saludable
f1p2img0076,2025-05-02,enfermo,roya_nivel_2
f1p2img0077,2025-05-02,saludable,saludable
f1p2img0078,2025-05-02,saludable,saludable
f1p2img0079,2025-05-02,saludable,saludable
f1p2img0080,2025-05-02,saludable,saludable
f1p2img0081,2025-05-02,saludable,saludable
f1p2img0082,2025-05-02,saludable,saludable
f1p2img0083,2025-05-02,saludable,saludable
f1p2img0084,2025-05-02,saludable,saludable
f1p2img0085,2025-05-02,enfermo,roya_nivel_2
f1p2img0086,2025-05-02,saludable,saludable
f1p2img0087,2025-05-02,enfermo,roya_nivel_2
f1p2img0088,2025-05-02,saludable,saludable
f1p2img0089,2025-05-02,saludable,saludable
f1p2img0090,2025-05-02,saludable,saludable
f1p2img0091,2025-05-02,enfermo,roya_nivel_1
f1p2img0092,2025-05-02,enfermo,roya_nivel_1
f1p2img0093,2025-05-02,saludable,saludable
f1p2img0094,2025-05-02,saludable,saludable
f1p2img0095,2025-05-02,saludable,saludable
f1p2img0096,2025-05-02,saludable,saludable
f1p2img0097,2025-05-02,enfermo,roya_nivel_2
f1p2img0098,2025-05-02,enfermo,roya_nivel_2
f1p2img0099,2025-05-02,enfermo,roya_nivel_1
f1p2img0100,2025-05-02,saludable,saludable
f1p2img0101,2025-05-03,enfermo,roya_nivel_1
f1p2img0102,2025-05-03,enfermo,roya_nivel_2
f1p2img0103,2025-05-03,saludable,saludable
f1p2img0104,2025-05-03,enfermo,roya_nivel_2
f1p2img0105,2025-05-03,saludable,saludable
f1p2img0106,2025-05-03,saludable,saludable
f1p2img0107,2025-05-03,saludable,saludable
f1p2img0108,2025-05-03,saludable,saludable
f1p2img0109,2025-05-03,saludable,saludable
f1p2img0110,2025-05-03,enfermo,roya_nivel_1
f1p2img0111,2025-05-03,enfermo,roya_nivel_2
f1p2img0112,2025-05-03,saludable,saludable
f1p2img0113,2025-05-03,enfermo,roya_nivel_3
f1p2img0114,2025-05-03,saludable,saludable
f1p2img0115,2025-05-03,enfermo,roya_nivel_3
f1p2img0116,2025-05-03,saludable,saludable
f1p2img0117,2025-05-03,enfermo,roya_nivel_1
f1p2img0118,2025-05-03,saludable,saludable
f1p2img0119,2025-05-03,enfermo,roya_nivel_1
f1p2img0120,2025-05-03,enfermo,roya_nivel_1
f1p2img0121,2025-05-03,saludable,saludable
f1p2img0122,2025-05-03,enfermo,roya_nivel_1
f1p2img0123,2025-05-03,saludable,saludable
f1p2img0124,2025-05-03,enfermo,roya_nivel_2
f1p2img0125,2025-05-03,saludable,saludable
f1p2img0126,2025-05-03,enfermo,roya_nivel_2
f1p2img0127,2025-05-03,enfermo,roya_nivel_2
f1p2img0128,2025-05-03,saludable,saludable
f1p2img0129,2025-05-03,saludable,saludable
f1p2img0130,2025-05-03,enfermo,roya_nivel_1
f1p2img0131,2025-05-03,enfermo,roya_nivel_2
f1p2img0132,2025-05-03,saludable,saludable
f1p2img0133,2025-05-03,enfermo,roya_nivel_2
f1p2img0134,2025-05-03,saludable,saludable
f1p2img0135,2025-05-03,saludable,saludable
f1p2img0136,2025-05-03,saludable,saludable
f1p2img0137,2025-05-03,saludable,saludable
f1p2img0138,2025-05-03,saludable,saludable
f1p2img0139,2025-05-03,enfermo,roya_nivel_1
f1p2img0140,2025-05-03,enfermo,roya_nivel_2
f1p2img0141,2025-05-03,saludable,saludable
f1p2img0142,2025-05-03,enfermo,roya_nivel_3
f1p2img0143,2025-05-03,saludable,saludable
f1p2img0144,2025-05-03,enfermo,roya_nivel_3
f1p2img0145,2025-05-03,saludable,saludable
f1p2img0146,2025-05-03,enfermo,roya_nivel_1
f1p2img0147,2025-05-03,saludable,saludable
f1p2img0148,2025-05-03,enfermo,roya_nivel_1
f1p2img0149,2025-05-03,enfermo,roya_nivel_1
f1p2img0150,2025-05-03,saludable,saludable
f1p2img0151,2025-05-04,enfermo,roya_nivel_1
f1p2img0152,2025-05-04,saludable,saludable
f1p2img0153,2025-05-04,enfermo,roya_nivel_2
f1p2img0154,2025-05-04,saludable,saludable
f1p2img0155,2025-05-04,enfermo,roya_nivel_2
f1p2img0156,2025-05-04,enfermo,roya_nivel_2
f1p2img0157,2025-05-04,saludable,saludable
f1p2img0158,2025-05-04,saludable,saludable
f1p2img0159,2025-05-04,enfermo,roya_nivel_1
f1p2img0160,2025-05-04,saludable,saludable
f1p2img0161,2025-05-04,saludable,saludable
f1p2img0162,2025-05-04,saludable,saludable
f1p2img0163,2025-05-04,saludable,saludable
f1p2img0164,2025-05-04,enfermo,roya_nivel_2
f1p2img0165,2025-05-04,saludable,saludable
f1p2img0166,2025-05-04,enfermo,roya_nivel_2
f1p2img0167,2025-05-04,enfermo,roya_nivel_2
f1p2img0168,2025-05-04,saludable,saludable
f1p2img0169,2025-05-04,saludable,saludable
f1p2img0170,2025-05-04,enfermo,roya_nivel_1
f1p2img0171,2025-05-04,enfermo,roya_nivel_2
f1p2img0172,2025-05-04,saludable,saludable
f1p2img0173,2025-05-04,enfermo,roya_nivel_2
f1p2img0174,2025-05-04,saludable,saludable
f1p2img0175,2025-05-04,saludable,saludable
f1p2img0176,2025-05-04,saludable,saludable
f1p2img0177,2025-05-04,saludable,saludable
f1p2img0178,2025-05-04,saludable,saludable
f1p2img0179,2025-05-04,enfermo,roya_nivel_1
f1p2img0180,2025-05-04,enfermo,roya_nivel_2
f1p2img0181,2025-05-04,saludable,saludable
f1p2img0182,2025-05-04,enfermo,roya_nivel_2
f1p2img0183,2025-05-04,enfermo,roya_nivel_2
f1p2img0184,2025-05-04,saludable,saludable
f1p2img0185,2025-05-04,saludable,saludable
f1p2img0186,2025-05-04,enfermo,roya_nivel_1
f1p2img0187,2025-05-04,enfermo,roya_nivel_2
f1p2img0188,2025-05-04,saludable,saludable
f1p2img0189,2025-05-04,enfermo,roya_nivel_2
f1p2img0190,2025-05-04,saludable,saludable
f1p2img0191,2025-05-04,saludable,saludable
f1p2img0192,2025-05-04,saludable,saludable
f1p2img0193,2025-05-04,saludable,saludable
f1p2img0194,2025-05-04,saludable,saludable
f1p2img0195,2025-05-04,enfermo,roya_nivel_1
f1p2img0196,2025-05-04,enfermo,roya_nivel_2
f1p2img0197,2025-05-04,saludable,saludable
f1p2img0198,2025-05-04,enfermo,roya_nivel_3
f1p2img0199,2025-05-04,saludable,saludable
f1p2img0200,2025-05-04,enfermo,roya_nivel_3
f1p2img0201,2025-05-05,saludable,saludable
f1p2img0202,2025-05-05,enfermo,roya_nivel_1
f1p2img0203,2025-05-05,saludable,saludable
f1p2img0204,2025-05-05,enfermo,roya_nivel_1
f1p2img0205,2025-05-05,enfermo,roya_nivel_1
f1p2img0206,2025-05-05,saludable,saludable
f1p2img0207,2025-05-05,enfermo,roya_nivel_1
f1p2img0208,2025-05-05,saludable,saludable
f1p2img0209,2025-05-05,enfermo,roya_nivel_2
f1p2img0210,2025-05-05,saludable,saludable
f1p2img0211,2025-05-05,enfermo,roya_nivel_2
f1p2img0212,2025-05-05,enfermo,roya_nivel_4
f1p2img0213,2025-05-05,enfermo,roya_nivel_2
f1p2img0214,2025-05-05,saludable,saludable
f1p2img0215,2025-05-05,saludable,saludable
f1p2img0216,2025-05-05,saludable,saludable
f1p2img0217,2025-05-05,enfermo,roya_nivel_1
f1p2img0218,2025-05-05,saludable,saludable
f1p2img0219,2025-05-05,saludable,saludable
f1p2img0220,2025-05-05,enfermo,roya_nivel_1
f1p2img0221,2025-05-05,saludable,saludable
f1p2img0222,2025-05-05,enfermo,roya_nivel_1
f1p2img0223,2025-05-05,enfermo,roya_nivel_2
f1p2img0224,2025-05-05,enfermo,roya_nivel_4
f1p2img0225,2025-05-05,saludable,saludable
f1p2img0226,2025-05-05,saludable,saludable
f1p2img0227,2025-05-05,enfermo,roya_nivel_1
f1p2img0228,2025-05-05,saludable,saludable
f1p2img0229,2025-05-05,enfermo,roya_nivel_1
f1p2img0230,2025-05-05,saludable,saludable
f1p2img0231,2025-05-05,enfermo,roya_nivel_2
f1p2img0232,2025-05-05,saludable,saludable
f1p2img0233,2025-05-05,enfermo,roya_nivel_1
f1p2img0234,2025-05-05,saludable,saludable
f1p2img0235,2025-05-05,enfermo,roya_nivel_2
f1p2img0236,2025-05-05,enfermo,roya_nivel_1
f1p2img0237,2025-05-05,saludable,saludable
f1p2img0238,2025-05-05,enfermo,roya_nivel_2
f1p2img0239,2025-05-05,saludable,saludable
f1p2img0240,2025-05-05,saludable,saludable
f1p2img0241,2025-05-05,enfermo,roya_nivel_2
f1p2img0242,2025-05-05,enfermo,roya_nivel_3
f1p2img0243,2025-05-05,saludable,saludable
f1p2img0244,2025-05-05,enfermo,roya_nivel_2
f1p2img0245,2025-05-05,enfermo,roya_nivel_3
f1p2img0246,2025-05-05,saludable,saludable
f1p2img0247,2025-05-05,saludable,saludable
f1p2img0248,2025-05-05,enfermo,roya_nivel_2
f1p2img0249,2025-05-05,enfermo,roya_nivel_2
f1p2img0250,2025-05-05,saludable,saludable
f1p2img0251,2025-05-06,saludable,saludable
f1p2img0252,2025-05-06,enfermo,roya_nivel_2
f1p2img0253,2025-05-06,enfermo,roya_nivel_1
f1p2img0254,2025-05-06,saludable,saludable
f1p2img0255,2025-05-06,saludable,saludable
f1p2img0256,2025-05-06,saludable,saludable
f1p2img0257,2025-05-06,enfermo,roya_nivel_1
f1p2img0258,2025-05-06,enfermo,roya_nivel_3
f1p2img0259,2025-05-06,enfermo,roya_nivel_1
f1p2img0260,2025-05-06,saludable,saludable
f1p2img0261,2025-05-06,saludable,saludable
f1p2img0262,2025-05-06,enfermo,roya_nivel_2
f1p2img0263,2025-05-06,enfermo,roya_nivel_3
f1p2img0264,2025-05-06,saludable,saludable
f1p2img0265,2025-05-06,enfermo,roya_nivel_1
f1p2img0266,2025-05-06,saludable,saludable
f1p2img0267,2025-05-06,saludable,saludable
f1p2img0268,2025-05-06,enfermo,roya_nivel_4
f1p2img0269,2025-05-06,saludable,saludable
f1p2img0270,2025-05-06,saludable,saludable
f1p2img0271,2025-05-06,enfermo,roya_nivel_4
f1p2img0272,2025-05-06,enfermo,roya_nivel_1
f1p2img0273,2025-05-06,saludable,saludable
f1p2img0274,2025-05-06,saludable,saludable
f1p2img0275,2025-05-06,enfermo,roya_nivel_1
f1p2img0276,2025-05-06,enfermo,roya_nivel_2
f1p2img0277,2025-05-06,saludable,saludable
f1p2img0278,2025-05-06,enfermo,roya_nivel_3
f1p2img0279,2025-05-06,saludable,saludable
f1p2img0280,2025-05-06,enfermo,roya_nivel_3
f1p2img0281,2025-05-06,saludable,saludable
f1p2img0282,2025-05-06,enfermo,roya_nivel_1
f1p2img0283,2025-05-06,saludable,saludable
f1p2img0284,2025-05-06,enfermo,roya_nivel_1
f1p2img0285,2025-05-06,saludable,saludable
f1p2img0286,2025-05-06,enfermo,roya_nivel_1
f1p2img0287,2025-05-06,enfermo,roya_nivel_1
f1p2img0288,2025-05-06,saludable,saludable
f1p2img0289,2025-05-06,saludable,saludable
f1p2img0290,2025-05-06,saludable,saludable
f1p2img0291,2025-05-06,saludable,saludable
f1p2img0292,2025-05-06,enfermo,roya_nivel_2
f1p2img0293,2025-05-06,saludable,saludable
f1p2img0294,2025-05-06,saludable,saludable
f1p2img0295,2025-05-06,saludable,saludable
f1p2img0296,2025-05-06,saludable,saludable
f1p2img0297,2025-05-06,saludable,saludable
f1p2img0298,2025-05-06,saludable,saludable
f1p2img0299,2025-05-06,saludable,saludable
f1p2img0300,2025-05-06,saludable,saludable
f1p2img0301,2025-05-07,enfermo,roya_nivel_2
f1p2img0302,2025-05-07,saludable,saludable
f1p2img0303,2025-05-07,enfermo,roya_nivel_2
f1p2img0304,2025-05-07,saludable,saludable
f1p2img0305,2025-05-07,saludable,saludable
f1p2img0306,2025-05-07,saludable,saludable
f1p2img0307,2025-05-07,enfermo,roya_nivel_1
f1p2img0308,2025-05-07,enfermo,roya_nivel_1
f1p2img0309,2025-05-07,enfermo,roya_nivel_2
f1p2img0310,2025-05-07,enfermo,roya_nivel_1
f1p2img0311,2025-05-07,saludable,saludable
f1p2img0312,2025-05-07,enfermo,roya_nivel_1
f1p2img0313,2025-05-07,saludable,saludable
f1p2img0314,2025-05-07,enfermo,roya_nivel_2
f1p2img0315,2025-05-07,saludable,saludable
f1p2img0316,2025-05-07,enfermo,roya_nivel_2
f1p2img0317,2025-05-07,enfermo,roya_nivel_2
f1p2img0318,2025-05-07,saludable,saludable
f1p2img0319,2025-05-07,enfermo,roya_nivel_4
f1p2img0320,2025-05-07,saludable,saludable
f1p2img0321,2025-05-07,saludable,saludable
f1p2img0322,2025-05-07,enfermo,roya_nivel_4
f1p2img0323,2025-05-07,enfermo,roya_nivel_1
f1p2img0324,2025-05-07,saludable,saludable
f1p2img0325,2025-05-07,saludable,saludable
f1p2img0326,2025-05-07,enfermo,roya_nivel_1
f1p2img0327,2025-05-07,enfermo,roya_nivel_2
f1p2img0328,2025-05-07,saludable,saludable
f1p2img0329,2025-05-07,enfermo,roya_nivel_3
f1p2img0330,2025-05-07,saludable,saludable
f1p2img0331,2025-05-07,enfermo,roya_nivel_3
f1p2img0332,2025-05-07,saludable,saludable
f1p2img0333,2025-05-07,enfermo,roya_nivel_1
f1p2img0334,2025-05-07,saludable,saludable
f1p2img0335,2025-05-07,enfermo,roya_nivel_1
f1p2img0336,2025-05-07,enfermo,roya_nivel_1
f1p2img0337,2025-05-07,saludable,saludable
f1p2img0338,2025-05-07,enfermo,roya_nivel_1
f1p2img0339,2025-05-07,saludable,saludable
f1p2img0340,2025-05-07,enfermo,roya_nivel_2
f1p2img0341,2025-05-07,saludable,saludable
f1p2img0342,2025-05-07,enfermo,roya_nivel_2
f1p2img0343,2025-05-07,enfermo,roya_nivel_2
f1p2img0344,2025-05-07,saludable,saludable
f1p2img0345,2025-05-07,saludable,saludable
f1p2img0346,2025-05-07,enfermo,roya_nivel_1
f1p2img0347,2025-05-07,saludable,saludable
f1p2img0348,2025-05-07,saludable,saludable
f1p2img0349,2025-05-07,saludable,saludable
f1p2img0350,2025-05-07,saludable,saludable
f1p2img0351,2025-05-08,enfermo,roya_nivel_2
f1p2img0352,2025-05-08,enfermo,roya_nivel_2
f1p2img0353,2025-05-08,enfermo,roya_nivel_1
f1p2img0354,2025-05-08,saludable,saludable
f1p2img0355,2025-05-08,enfermo,roya_nivel_1
f1p2img0356,2025-05-08,enfermo,roya_nivel_2
f1p2img0357,2025-05-08,saludable,saludable
f1p2img0358,2025-05-08,enfermo,roya_nivel_2
f1p2img0359,2025-05-08,saludable,saludable
f1p2img0360,2025-05-08,saludable,saludable
f1p2img0361,2025-05-08,saludable,saludable
f1p2img0362,2025-05-08,saludable,saludable
f1p2img0363,2025-05-08,enfermo,roya_nivel_2
f1p2img0364,2025-05-08,saludable,saludable
f1p2img0365,2025-05-08,saludable,saludable
f1p2img0366,2025-05-08,saludable,saludable
f1p2img0367,2025-05-08,saludable,saludable
f1p2img0368,2025-05-08,saludable,saludable
f1p2img0369,2025-05-08,saludable,saludable
f1p2img0370,2025-05-08,saludable,saludable
f1p2img0371,2025-05-08,saludable,saludable
f1p2img0372,2025-05-08,enfermo,roya_nivel_2
f1p2img0373,2025-05-08,saludable,saludable
f1p2img0374,2025-05-08,enfermo,roya_nivel_2
f1p2img0375,2025-05-08,saludable,saludable
f1p2img0376,2025-05-08,saludable,saludable
f1p2img0377,2025-05-08,saludable,saludable
f1p2img0378,2025-05-08,enfermo,roya_nivel_1
f1p2img0379,2025-05-08,enfermo,roya_nivel_1
f1p2img0380,2025-05-08,saludable,saludable
f1p2img0381,2025-05-08,saludable,saludable
f1p2img0382,2025-05-08,saludable,saludable
f1p2img0383,2025-05-08,saludable,saludable
f1p2img0384,2025-05-08,enfermo,roya_nivel_2
f1p2img0385,2025-05-08,enfermo,roya_nivel_2
f1p2img0386,2025-05-08,enfermo,roya_nivel_1
f1p2img0387,2025-05-08,saludable,saludable
f1p2img0388,2025-05-08,enfermo,roya_nivel_1
f1p2img0389,2025-05-08,enfermo,roya_nivel_2
f1p2img0390,2025-05-08,saludable,saludable
f1p2img0391,2025-05-08,enfermo,roya_nivel_2
f1p2img0392,2025-05-08,saludable,saludable
f1p2img0393,2025-05-08,saludable,saludable
f1p2img0394,2025-05-08,saludable,saludable
f1p2img0395,2025-05-08,saludable,saludable
f1p2img0396,2025-05-08,saludable,saludable
f1p2img0397,2025-05-08,enfermo,roya_nivel_1
f1p2img0398,2025-05-08,enfermo,roya_nivel_2
f1p2img0399,2025-05-08,saludable,saludable
f1p2img0400,2025-05-08,enfermo,roya_nivel_3
f1p2img0401,2025-05-09,saludable,saludable
f1p2img0402,2025-05-09,enfermo,roya_nivel_3
f1p2img0403,2025-05-09,saludable,saludable
f1p2img0404,2025-05-09,enfermo,roya_nivel_1
f1p2img0405,2025-05-09,saludable,saludable
f1p2img0406,2025-05-09,enfermo,roya_nivel_1
f1p2img0407,2025-05-09,enfermo,roya_nivel_1
f1p2img0408,2025-05-09,saludable,saludable
f1p2img0409,2025-05-09,enfermo,roya_nivel_1
f1p2img0410,2025-05-09,saludable,saludable
f1p2img0411,2025-05-09,enfermo,roya_nivel_2
f1p2img0412,2025-05-09,saludable,saludable
f1p2img0413,2025-05-09,enfermo,roya_nivel_2
f1p2img0414,2025-05-09,enfermo,roya_nivel_2
f1p2img0415,2025-05-09,saludable,saludable
f1p2img0416,2025-05-09,saludable,saludable
f1p2img0417,2025-05-09,enfermo,roya_nivel_1
f1p2img0418,2025-05-09,enfermo,roya_nivel_2
f1p2img0419,2025-05-09,saludable,saludable
f1p2img0420,2025-05-09,enfermo,roya_nivel_2
f1p2img0421,2025-05-09,saludable,saludable
f1p2img0422,2025-05-09,saludable,saludable
f1p2img0423,2025-05-09,saludable,saludable
f1p2img0424,2025-05-09,saludable,saludable
f1p2img0425,2025-05-09,saludable,saludable
f1p2img0426,2025-05-09,enfermo,roya_nivel_1
f1p2img0427,2025-05-09,enfermo,roya_nivel_2
f1p2img0428,2025-05-09,saludable,saludable
f1p2img0429,2025-05-09,enfermo,roya_nivel_3
f1p2img0430,2025-05-09,saludable,saludable
f1p2img0431,2025-05-09,enfermo,roya_nivel_3
f1p2img0432,2025-05-09,saludable,saludable
f1p2img0433,2025-05-09,enfermo,roya_nivel_1
f1p2img0434,2025-05-09,saludable,saludable
f1p2img0435,2025-05-09,enfermo,roya_nivel_1
f1p2img0436,2025-05-09,enfermo,roya_nivel_1
f1p2img0437,2025-05-09,saludable,saludable
f1p2img0438,2025-05-09,enfermo,roya_nivel_1
f1p2img0439,2025-05-09,saludable,saludable
f1p2img0440,2025-05-09,enfermo,roya_nivel_2
f1p2img0441,2025-05-09,saludable,saludable
f1p2img0442,2025-05-09,enfermo,roya_nivel_2
f1p2img0443,2025-05-09,enfermo,roya_nivel_2
f1p2img0444,2025-05-09,saludable,saludable
f1p2img0445,2025-05-09,saludable,saludable
f1p2img0446,2025-05-09,enfermo,roya_nivel_1
f1p2img0447,2025-05-09,saludable,saludable
f1p2img0448,2025-05-09,saludable,saludable
f1p2img0449,2025-05-09,saludable,saludable
f1p2img0450,2025-05-09,saludable,saludable
f1p2img0451,2025-05-10,enfermo,roya_nivel_2
f1p2img0452,2025-05-10,saludable,saludable
f1p2img0453,2025-05-10,enfermo,roya_nivel_2
f1p2img0454,2025-05-10,enfermo,roya_nivel_2
f1p2img0455,2025-05-10,saludable,saludable
f1p2img0456,2025-05-10,saludable,saludable
f1p2img0457,2025-05-10,enfermo,roya_nivel_1
f1p2img0458,2025-05-10,enfermo,roya_nivel_2
f1p2img0459,2025-05-10,saludable,saludable
f1p2img0460,2025-05-10,enfermo,roya_nivel_2
f1p2img0461,2025-05-10,saludable,saludable
f1p2img0462,2025-05-10,saludable,saludable
f1p2img0463,2025-05-10,saludable,saludable
f1p2img0464,2025-05-10,saludable,saludable
f1p2img0465,2025-05-10,saludable,saludable
f1p2img0466,2025-05-10,enfermo,roya_nivel_1
f1p2img0467,2025-05-10,enfermo,roya_nivel_2
f1p2img0468,2025-05-10,saludable,saludable
f1p2img0469,2025-05-10,enfermo,roya_nivel_2
f1p2img0470,2025-05-10,enfermo,roya_nivel_2
f1p2img0471,2025-05-10,saludable,saludable
f1p2img0472,2025-05-10,saludable,saludable
f1p2img0473,2025-05-10,enfermo,roya_nivel_1
f1p2img0474,2025-05-10,enfermo,roya_nivel_2
f1p2img0475,2025-05-10,saludable,saludable
f1p2img0476,2025-05-10,enfermo,roya_nivel_2
f1p2img0477,2025-05-10,saludable,saludable
f1p2img0478,2025-05-10,saludable,saludable
f1p2img0479,2025-05-10,saludable,saludable
f1p2img0480,2025-05-10,saludable,saludable
f1p2img0481,2025-05-10,saludable,saludable
f1p2img0482,2025-05-10,enfermo,roya_nivel_1
f1p2img0483,2025-05-10,enfermo,roya_nivel_2
f1p2img0484,2025-05-10,saludable,saludable
f1p2img0485,2025-05-10,enfermo,roya_nivel_3
f1p2img0486,2025-05-10,saludable,saludable
f1p2img0487,2025-05-10,enfermo,roya_nivel_3
f1p2img0488,2025-05-10,saludable,saludable
f1p2img0489,2025-05-10,enfermo,roya_nivel_1
f1p2img0490,2025-05-10,saludable,saludable
f1p2img0491,2025-05-10,enfermo,roya_nivel_1
f1p2img0492,2025-05-10,enfermo,roya_nivel_1
f1p2img0493,2025-05-10,saludable,saludable
f1p2img0494,2025-05-10,enfermo,roya_nivel_1
f1p2img0495,2025-05-10,saludable,saludable
f1p2img0496,2025-05-10,enfermo,roya_nivel_2
f1p2img0497,2025-05-10,saludable,saludable
f1p2img0498,2025-05-10,enfermo,roya_nivel_2
f1p2img0499,2025-05-10,enfermo,roya_nivel_3
f1p2img0500,2025-05-10,saludable,saludable
f1p2img0501,2025-05-11,enfermo,roya_nivel_1
f1p2img0502,2025-05-11,saludable,saludable
f1p2img0503,2025-05-11,enfermo,roya_nivel_1
f1p2img0504,2025-05-11,enfermo,roya_nivel_1
f1p2img0505,2025-05-11,saludable,saludable
f1p2img0506,2025-05-11,enfermo,roya_nivel_1
f1p2img0507,2025-05-11,saludable,saludable
f1p2img0508,2025-05-11,enfermo,roya_nivel_2
f1p2img0509,2025-05-11,saludable,saludable
f1p2img0510,2025-05-11,enfermo,roya_nivel_2
f1p2img0511,2025-05-11,enfermo,roya_nivel_2
f1p2img0512,2025-05-11,saludable,saludable
f1p2img0513,2025-05-11,saludable,saludable
f1p2img0514,2025-05-11,enfermo,roya_nivel_1
f1p2img0515,2025-05-11,saludable,saludable
f1p2img0516,2025-05-11,saludable,saludable
f1p2img0517,2025-05-11,saludable,saludable
f1p2img0518,2025-05-11,saludable,saludable
f1p2img0519,2025-05-11,enfermo,roya_nivel_2
f1p2img0520,2025-05-11,enfermo,roya_nivel_2
f1p2img0521,2025-05-11,enfermo,roya_nivel_1
f1p2img0522,2025-05-11,saludable,saludable
f1p2img0523,2025-05-11,enfermo,roya_nivel_1
f1p2img0524,2025-05-11,enfermo,roya_nivel_2
f1p2img0525,2025-05-11,saludable,saludable
f1p2img0526,2025-05-11,enfermo,roya_nivel_2
f1p2img0527,2025-05-11,saludable,saludable
f1p2img0528,2025-05-11,saludable,saludable
f1p2img0529,2025-05-11,saludable,saludable
f1p2img0530,2025-05-11,saludable,saludable
f1p2img0531,2025-05-11,enfermo,roya_nivel_2
f1p2img0532,2025-05-11,saludable,saludable
f1p2img0533,2025-05-11,saludable,saludable
f1p2img0534,2025-05-11,saludable,saludable
f1p2img0535,2025-05-11,saludable,saludable
f1p2img0536,2025-05-11,saludable,saludable
f1p2img0537,2025-05-11,saludable,saludable
f1p2img0538,2025-05-11,saludable,saludable
f1p2img0539,2025-05-11,saludable,saludable
f1p2img0540,2025-05-11,enfermo,roya_nivel_2
f1p2img0541,2025-05-11,saludable,saludable
f1p2img0542,2025-05-11,enfermo,roya_nivel_2
f1p2img0543,2025-05-11,saludable,saludable
f1p2img0544,2025-05-11,saludable,saludable
f1p2img0545,2025-05-11,saludable,saludable
f1p2img0546,2025-05-11,enfermo,roya_nivel_1
f1p2img0547,2025-05-11,enfermo,roya_nivel_1
f1p2img0548,2025-05-11,saludable,saludable
f1p2img0549,2025-05-11,saludable,saludable
f1p2img0550,2025-05-12,saludable,saludable
f1p2img0551,2025-05-12,saludable,saludable
f1p2img0552,2025-05-12,enfermo,roya_nivel_2
f1p2img0553,2025-05-12,enfermo,roya_nivel_2
f1p2img0554,2025-05-12,enfermo,roya_nivel_1
f1p2img0555,2025-05-12,saludable,saludable
f1p2img0556,2025-05-12,enfermo,roya_nivel_1
f1p2img0557,2025-05-12,enfermo,roya_nivel_2
